tier,champ_name,item_count,item_set,combo_count,rnk,current_win_rate,base_naked_wr,total_lift
diamond,Darius,0,NONE,1691,1,0.0816,0.0816,0.0000
diamond,Darius,1,67,60,1,0.2000,0.0816,0.1184
diamond,Darius,1,15,98,3,0.1020,0.0816,0.0204
diamond,Darius,1,39,66,2,0.0606,0.0816,-0.0210
diamond,Darius,2,15-36,228,2,0.1097,0.0816,0.0280
diamond,Darius,2,36-39,63,4,0.0794,0.0816,-0.0022
diamond,Darius,2,15-33,113,1,0.0443,0.0816,-0.0374
diamond,Darius,2,33-36,99,3,0.0202,0.0816,-0.0614
diamond,Darius,2,15-39,55,5,0.0000,0.0816,-0.0816
diamond,Darius,3,33-36-69,64,3,0.2656,0.0816,0.1840
diamond,Darius,3,36-39-78,71,5,0.2535,0.0816,0.1719
diamond,Darius,3,15-33-33,67,1,0.1940,0.0816,0.1124
diamond,Darius,3,15-33-36,604,2,0.1854,0.0816,0.1038
diamond,Darius,3,15-33-39,164,4,0.0976,0.0816,0.0160
diamond,Ekko,0,NONE,1416,1,0.1624,0.1624,0.0000
diamond,Ekko,1,49,59,3,0.1356,0.1624,-0.0268
diamond,Ekko,1,7,62,1,0.1129,0.1624,-0.0495
diamond,Ekko,1,36,122,2,0.0820,0.1624,-0.0805
diamond,Ezreal,0,NONE,9487,1,0.1067,0.1067,0.0000
diamond,Ezreal,1,49,55,3,0.2182,0.1067,0.1115
diamond,Ezreal,1,58,87,2,0.2069,0.1067,0.1002
diamond,Ezreal,1,1,72,1,0.1806,0.1067,0.0739
diamond,Ezreal,2,17-57,84,4,0.1905,0.1067,0.0838
diamond,Ezreal,2,26-57,120,5,0.1750,0.1067,0.0683
diamond,Ezreal,2,29-57,70,1,0.1714,0.1067,0.0648
diamond,Ezreal,2,56-57,171,2,0.1579,0.1067,0.0512
diamond,Ezreal,2,12-57,76,3,0.1316,0.1067,0.0249
diamond,Fiora,0,NONE,3024,1,0.0790,0.0790,0.0000
diamond,Fiora,1,17,71,3,0.2113,0.0790,0.1322
diamond,Fiora,1,1,103,1,0.1165,0.0790,0.0375
diamond,Fiora,1,3,127,2,0.0787,0.0790,-0.0003
diamond,Fizz,0,NONE,8277,1,0.1456,0.1456,0.0000
diamond,Fizz,1,36,90,1,0.1333,0.1456,-0.0123
diamond,Fizz,1,55,68,2,0.1324,0.1456,-0.0132
diamond,Fizz,1,25,90,3,0.0667,0.1456,-0.0789
diamond,Gangplank,0,NONE,1577,1,0.1484,0.1484,0.0000
diamond,Gangplank,1,37,89,3,0.1348,0.1484,-0.0136
diamond,Gangplank,1,47,55,2,0.1273,0.1484,-0.0211
diamond,Gangplank,1,44,62,1,0.1129,0.1484,-0.0355
diamond,Gangplank,2,15-36,99,3,0.1616,0.1484,0.0132
diamond,Gangplank,2,15-37,123,2,0.1220,0.1484,-0.0264
diamond,Gangplank,2,15-33,103,1,0.0971,0.1484,-0.0513
diamond,Gangplank,3,15-33-33,101,1,0.3168,0.1484,0.1685
diamond,Gangplank,3,15-36-39,83,4,0.2771,0.1484,0.1287
diamond,Gangplank,3,15-36-37,236,2,0.2500,0.1484,0.1016
diamond,Gangplank,3,15-37-44,84,3,0.1786,0.1484,0.0302
diamond,Gangplank,3,15-33-39,112,5,0.1786,0.1484,0.0302
diamond,Graves,0,NONE,11229,1,0.1153,0.1153,0.0000
diamond,Graves,1,67,297,3,0.2121,0.1153,0.0968
diamond,Graves,1,38,102,1,0.1569,0.1153,0.0415
diamond,Graves,1,57,216,2,0.1111,0.1153,-0.0042
diamond,Irelia,0,NONE,3386,1,0.1167,0.1167,0.0000
diamond,Irelia,1,88,60,1,0.1667,0.1167,0.0500
diamond,Irelia,1,12,60,3,0.1000,0.1167,-0.0167
diamond,Irelia,1,57,56,2,0.0893,0.1167,-0.0274
diamond,Irelia,2,15-29,97,2,0.0928,0.1167,-0.0239
diamond,Irelia,2,19-44,56,5,0.0714,0.1167,-0.0452
diamond,Irelia,2,19-19,76,1,0.0658,0.1167,-0.0509
diamond,Irelia,2,11-29,56,3,0.0536,0.1167,-0.0631
diamond,Irelia,2,15-16,54,4,0.0370,0.1167,-0.0796
diamond,Irelia,3,16-19-29,71,3,0.2254,0.1167,0.1087
diamond,Irelia,3,19-29-44,77,5,0.2078,0.1167,0.0911
diamond,Irelia,3,19-29-69,53,2,0.2076,0.1167,0.0909
diamond,Irelia,3,19-19-29,158,1,0.2025,0.1167,0.0859
diamond,Irelia,3,19-19-28,100,4,0.1100,0.1167,-0.0067
diamond,JarvanIV,0,NONE,3614,1,0.0988,0.0988,0.0000
diamond,JarvanIV,1,17,56,2,0.1607,0.0988,0.0619
diamond,JarvanIV,1,33,160,3,0.0938,0.0988,-0.0050
diamond,JarvanIV,1,66,66,1,0.0455,0.0988,-0.0533
diamond,JarvanIV,2,33-35,54,4,0.2407,0.0988,0.1420
diamond,JarvanIV,2,35-35,74,3,0.1892,0.0988,0.0904
diamond,JarvanIV,2,27-35,68,2,0.1765,0.0988,0.0777
diamond,JarvanIV,2,35-45,92,1,0.1196,0.0988,0.0208
diamond,Jayce,0,NONE,5625,1,0.0928,0.0928,0.0000
diamond,Jayce,1,68,139,1,0.1439,0.0928,0.0511
diamond,Jayce,1,33,63,2,0.0794,0.0928,-0.0134
diamond,Jayce,1,34,53,3,0.0755,0.0928,-0.0173
diamond,Jayce,2,15-36,59,1,0.1695,0.0928,0.0767
diamond,Jhin,0,NONE,1626,1,0.1175,0.1175,0.0000
diamond,Jhin,1,2,80,2,0.1750,0.1175,0.0575
diamond,Jhin,1,26,111,1,0.1171,0.1175,-0.0004
diamond,Jhin,1,29,616,3,0.0893,0.1175,-0.0282
diamond,Jhin,2,16-29,73,5,0.1507,0.1175,0.0332
diamond,Jhin,2,29-69,171,1,0.1111,0.1175,-0.0064
diamond,Jhin,2,15-29,326,3,0.0920,0.1175,-0.0255
diamond,Jhin,2,29-79,58,4,0.0862,0.1175,-0.0313
diamond,Jhin,2,15-19,129,2,0.0543,0.1175,-0.0632
diamond,Jhin,3,15-26-29,133,4,0.1654,0.1175,0.0479
diamond,Jhin,3,15-19-26,84,1,0.1429,0.1175,0.0254
diamond,Jhin,3,11-26-29,58,2,0.1379,0.1175,0.0205
diamond,Jhin,3,12-15-29,68,3,0.1177,0.1175,0.0002
diamond,Jhin,3,19-29-69,257,5,0.1090,0.1175,-0.0085
diamond,Jinx,0,NONE,1205,1,0.0855,0.0855,0.0000
diamond,Jinx,1,56,51,2,0.1961,0.0855,0.1106
diamond,Jinx,1,29,147,3,0.0612,0.0855,-0.0243
diamond,Jinx,1,12,172,1,0.0407,0.0855,-0.0448
diamond,Jinx,2,15-57,104,4,0.1346,0.0855,0.0491
diamond,Jinx,2,12-57,207,2,0.1304,0.0855,0.0450
diamond,Jinx,2,26-57,66,1,0.0909,0.0855,0.0054
diamond,Jinx,2,29-57,142,3,0.0704,0.0855,-0.0151
diamond,Jinx,2,12-12,53,5,0.0189,0.0855,-0.0666
diamond,Jinx,3,11-22-57,60,5,0.2500,0.0855,0.1645
diamond,Jinx,3,12-56-57,52,2,0.1923,0.0855,0.1068
diamond,Jinx,3,19-29-57,145,3,0.1586,0.0855,0.0731
diamond,Jinx,3,12-12-15,142,1,0.1479,0.0855,0.0624
diamond,Jinx,3,11-19-29,105,4,0.1429,0.0855,0.0574
diamond,KaiSa,0,NONE,1819,1,0.0753,0.0753,0.0000
diamond,KaiSa,1,38,97,3,0.0722,0.0753,-0.0032
diamond,KaiSa,1,34,59,1,0.0509,0.0753,-0.0245
diamond,KaiSa,1,4,65,2,0.0000,0.0753,-0.0753
diamond,KaiSa,2,37-38,151,5,0.1258,0.0753,0.0505
diamond,KaiSa,2,34-37,113,3,0.1239,0.0753,0.0486
diamond,KaiSa,2,14-37,108,4,0.1019,0.0753,0.0265
diamond,KaiSa,2,38-44,179,1,0.0726,0.0753,-0.0027
diamond,KaiSa,2,4-37,79,2,0.0506,0.0753,-0.0247
diamond,KaiSa,3,38-44-44,69,5,0.2174,0.0753,0.1421
diamond,KaiSa,3,34-37-38,126,4,0.2064,0.0753,0.1310
diamond,KaiSa,3,34-38-44,78,2,0.2051,0.0753,0.1298
diamond,KaiSa,3,14-37-38,182,1,0.2033,0.0753,0.1280
diamond,KaiSa,3,33-37-44,169,3,0.1716,0.0753,0.0963
diamond,Karma,0,NONE,6192,1,0.1308,0.1308,0.0000
diamond,Karma,1,88,67,3,0.1940,0.1308,0.0632
diamond,Karma,1,33,87,1,0.1035,0.1308,-0.0274
diamond,Karma,1,44,86,2,0.0698,0.1308,-0.0610
diamond,Kassadin,0,NONE,16396,1,0.1245,0.1245,0.0000
diamond,Kassadin,1,88,102,1,0.2353,0.1245,0.1108
diamond,Kassadin,1,45,107,2,0.1402,0.1245,0.0157
diamond,Kassadin,1,66,61,3,0.1312,0.1245,0.0067
diamond,Kayle,0,NONE,4042,1,0.1571,0.1571,0.0000
diamond,Kayle,1,23,379,1,0.1055,0.1571,-0.0516
diamond,Kayle,1,24,113,2,0.0797,0.1571,-0.0775
diamond,Kayle,1,37,178,3,0.0730,0.1571,-0.0841
diamond,Kayle,2,15-37,58,2,0.1724,0.1571,0.0153
diamond,Kayle,2,23-37,61,3,0.0984,0.1571,-0.0587
diamond,Kayle,2,37-69,62,5,0.0968,0.1571,-0.0603
diamond,Kayle,2,22-23,208,4,0.0865,0.1571,-0.0706
diamond,Kayle,2,15-23,143,1,0.0769,0.1571,-0.0802
diamond,Kayle,3,13-23-69,54,5,0.1852,0.1571,0.0281
diamond,Kayle,3,22-23-37,131,2,0.1756,0.1571,0.0185
diamond,Kayle,3,15-22-37,246,3,0.1748,0.1571,0.0177
diamond,Kayle,3,15-22-23,804,1,0.1692,0.1571,0.0121
diamond,Kayle,3,15-23-69,125,4,0.1520,0.1571,-0.0051
diamond,KhaZix,0,NONE,5110,1,0.1008,0.1008,0.0000
diamond,KhaZix,1,67,235,3,0.1702,0.1008,0.0694
diamond,KhaZix,1,1,96,2,0.1146,0.1008,0.0138
diamond,KhaZix,1,2,114,1,0.0614,0.1008,-0.0394
diamond,KhaZix,2,15-19,64,2,0.1719,0.1008,0.0711
diamond,KhaZix,2,15-22,57,4,0.0877,0.1008,-0.0131
diamond,KhaZix,2,19-22,156,1,0.0833,0.1008,-0.0175
diamond,KhaZix,2,19-19,95,3,0.0526,0.1008,-0.0482
diamond,KhaZix,3,15-19-19,85,5,0.2118,0.1008,0.1110
diamond,KhaZix,3,15-19-22,309,3,0.1942,0.1008,0.0934
diamond,KhaZix,3,11-19-22,109,4,0.1743,0.1008,0.0735
diamond,KhaZix,3,11-15-22,67,2,0.1642,0.1008,0.0634
diamond,KhaZix,3,19-19-22,334,1,0.1407,0.1008,0.0399
diamond,Leona,0,NONE,3264,1,0.0683,0.0683,0.0000
diamond,Leona,1,88,257,2,0.1245,0.0683,0.0562
diamond,Leona,1,6,358,3,0.1117,0.0683,0.0434
diamond,Leona,1,9,70,1,0.1000,0.0683,0.0317
diamond,Lucian,0,NONE,2677,1,0.0721,0.0721,0.0000
diamond,Lucian,1,88,102,2,0.1471,0.0721,0.0750
diamond,Lucian,1,3,75,3,0.1200,0.0721,0.0479
diamond,Lucian,1,6,63,1,0.0635,0.0721,-0.0086
diamond,Lucian,2,26-57,120,1,0.1917,0.0721,0.1196
diamond,Lucian,2,56-57,113,4,0.1593,0.0721,0.0872
diamond,Lucian,2,29-57,103,3,0.1456,0.0721,0.0735
diamond,Lucian,2,12-57,120,2,0.1167,0.0721,0.0446
diamond,Lulu,0,NONE,5987,1,0.1981,0.1981,0.0000
diamond,Lulu,1,59,76,2,0.3026,0.1981,0.1045
diamond,Lulu,1,2,67,3,0.1940,0.1981,-0.0041
diamond,Lulu,1,46,100,1,0.1900,0.1981,-0.0081
diamond,Lux,0,NONE,6963,1,0.1461,0.1461,0.0000
diamond,Lux,1,67,217,3,0.2304,0.1461,0.0844
diamond,Lux,1,4,72,2,0.2083,0.1461,0.0623
diamond,Lux,1,33,53,1,0.1321,0.1461,-0.0140
diamond,Malphite,0,NONE,17579,1,0.1228,0.1228,0.0000
diamond,Malphite,1,88,286,2,0.1294,0.1228,0.0066
diamond,Malphite,1,7,125,3,0.1200,0.1228,-0.0028
diamond,Malphite,1,77,155,1,0.0516,0.1228,-0.0712
diamond,Malphite,2,55-66,55,2,0.1091,0.1228,-0.0137
diamond,Malphite,2,55-77,51,1,0.0980,0.1228,-0.0248
diamond,MasterYi,0,NONE,3380,1,0.1039,0.1039,0.0000
diamond,MasterYi,1,67,74,1,0.1622,0.1039,0.0583
diamond,MasterYi,1,22,54,2,0.0556,0.1039,-0.0483
diamond,MasterYi,3,23-55-69,99,1,0.1717,0.1039,0.0679
diamond,MasterYi,3,22-23-69,85,2,0.1412,0.1039,0.0373
diamond,MissFortune,0,NONE,3659,1,0.1610,0.1610,0.0000
diamond,MissFortune,1,58,66,2,0.1818,0.1610,0.0209
diamond,MissFortune,1,24,113,3,0.1681,0.1610,0.0072
diamond,MissFortune,1,49,149,1,0.1678,0.1610,0.0068
diamond,MissFortune,2,57-69,54,5,0.1852,0.1610,0.0242
diamond,MissFortune,2,44-57,52,2,0.1539,0.1610,-0.0071
diamond,MissFortune,2,37-69,86,4,0.1512,0.1610,-0.0098
diamond,MissFortune,2,44-69,114,1,0.0965,0.1610,-0.0645
diamond,MissFortune,2,14-69,57,3,0.0702,0.1610,-0.0908
diamond,MissFortune,3,34-44-69,52,3,0.2308,0.1610,0.0698
diamond,MissFortune,3,37-44-69,163,2,0.2025,0.1610,0.0415
diamond,MissFortune,3,33-44-69,126,5,0.1825,0.1610,0.0216
diamond,MissFortune,3,14-44-69,51,1,0.1765,0.1610,0.0155
diamond,MissFortune,3,39-44-69,51,4,0.0980,0.1610,-0.0629
diamond,Mordekaiser,0,NONE,3551,1,0.0820,0.0820,0.0000
diamond,Mordekaiser,1,45,54,1,0.0926,0.0820,0.0106
diamond,Mordekaiser,1,25,60,2,0.0500,0.0820,-0.0320
diamond,Mordekaiser,1,7,63,3,0.0159,0.0820,-0.0661
diamond,Neeko,0,NONE,1869,1,0.1124,0.1124,0.0000
diamond,Neeko,1,68,52,3,0.1154,0.1124,0.0030
diamond,Neeko,1,27,74,2,0.0676,0.1124,-0.0448
diamond,Neeko,1,15,74,1,0.0541,0.1124,-0.0583
diamond,Poppy,0,NONE,3995,1,0.1031,0.1031,0.0000
diamond,Poppy,1,88,68,1,0.2353,0.1031,0.1322
diamond,Poppy,1,59,56,2,0.2321,0.1031,0.1290
diamond,Poppy,1,36,59,3,0.1356,0.1031,0.0325
diamond,Poppy,2,25-66,58,1,0.1207,0.1031,0.0176
diamond,Poppy,2,55-66,104,2,0.1058,0.1031,0.0026
diamond,Poppy,3,36-55-66,57,2,0.2632,0.1031,0.1600
diamond,Poppy,3,25-33-66,66,3,0.1818,0.1031,0.0787
diamond,Poppy,3,33-55-66,269,4,0.1561,0.1031,0.0530
diamond,Poppy,3,25-55-66,98,1,0.1429,0.1031,0.0397
diamond,Rakan,0,NONE,4476,1,0.1184,0.1184,0.0000
diamond,Rakan,1,34,79,3,0.1646,0.1184,0.0462
diamond,Rakan,1,59,53,1,0.1509,0.1184,0.0325
diamond,Rakan,1,4,153,2,0.0784,0.1184,-0.0400
diamond,Rakan,2,36-37,58,3,0.1897,0.1184,0.0713
diamond,Rakan,2,37-44,125,5,0.1360,0.1184,0.0176
diamond,Rakan,2,37-45,166,2,0.1265,0.1184,0.0081
diamond,Rakan,2,4-37,78,1,0.1154,0.1184,-0.0030
diamond,Rakan,2,14-37,374,4,0.0963,0.1184,-0.0222
diamond,Rakan,3,37-45-45,66,5,0.1818,0.1184,0.0634
diamond,Rakan,3,14-36-37,82,2,0.1585,0.1184,0.0401
diamond,Rakan,3,14-37-44,67,1,0.1343,0.1184,0.0159
diamond,Rakan,3,14-37-45,123,4,0.1220,0.1184,0.0035
diamond,Rakan,3,14-14-37,130,3,0.1154,0.1184,-0.0030
diamond,Rumble,0,NONE,5247,1,0.1555,0.1555,0.0000
diamond,Rumble,1,58,82,3,0.0976,0.1555,-0.0580
diamond,Rumble,1,79,67,1,0.0896,0.1555,-0.0660
diamond,Rumble,1,69,247,2,0.0445,0.1555,-0.1110
diamond,Rumble,2,25-55,52,4,0.1539,0.1555,-0.0017
diamond,Rumble,2,25-66,64,1,0.0938,0.1555,-0.0618
diamond,Rumble,2,66-69,57,5,0.0702,0.1555,-0.0853
diamond,Rumble,2,27-69,56,2,0.0536,0.1555,-0.1020
diamond,Rumble,2,55-66,82,3,0.0488,0.1555,-0.1067
diamond,Rumble,3,36-55-69,68,2,0.1765,0.1555,0.0210
diamond,Rumble,3,25-55-69,207,3,0.1546,0.1555,-0.0009
diamond,Rumble,3,27-55-69,99,4,0.1010,0.1555,-0.0545
diamond,Rumble,3,25-55-66,53,5,0.0943,0.1555,-0.0612
diamond,Rumble,3,55-69-77,69,1,0.0725,0.1555,-0.0831
diamond,Shaco,0,NONE,1973,1,0.0644,0.0644,0.0000
diamond,Shaco,1,12,72,2,0.0694,0.0644,0.0051
diamond,Shaco,1,29,119,3,0.0672,0.0644,0.0029
diamond,Shaco,1,11,98,1,0.0408,0.0644,-0.0236
diamond,Shaco,2,15-16,163,4,0.1043,0.0644,0.0399
diamond,Shaco,2,15-29,73,1,0.0959,0.0644,0.0315
diamond,Shaco,2,16-19,179,3,0.0782,0.0644,0.0138
diamond,Shaco,2,15-19,171,5,0.0702,0.0644,0.0058
diamond,Shaco,2,19-29,78,2,0.0513,0.0644,-0.0131
diamond,Shaco,3,15-19-29,126,1,0.1825,0.0644,0.1182
diamond,Shaco,3,15-16-19,558,4,0.1792,0.0644,0.1148
diamond,Shaco,3,15-16-29,152,3,0.1184,0.0644,0.0541
diamond,Shaco,3,16-19-29,76,2,0.1053,0.0644,0.0409
diamond,Shen,0,NONE,12828,1,0.1141,0.1141,0.0000
diamond,Shen,1,67,416,1,0.1466,0.1141,0.0326
diamond,Shen,1,68,362,3,0.1243,0.1141,0.0103
diamond,Shen,1,4,68,2,0.1177,0.1141,0.0036
diamond,Sona,0,NONE,4166,1,0.1001,0.1001,0.0000
diamond,Sona,1,67,103,2,0.1262,0.1001,0.0261
diamond,Sona,1,4,94,3,0.0957,0.1001,-0.0044
diamond,Sona,1,44,231,1,0.0736,0.1001,-0.0265
diamond,Sona,2,44-46,478,3,0.0921,0.1001,-0.0081
diamond,Sona,2,46-46,489,1,0.0777,0.1001,-0.0224
diamond,Sona,2,44-44,54,4,0.0556,0.1001,-0.0445
diamond,Sona,2,4-46,77,2,0.0000,0.1001,-0.1001
diamond,Sona,3,44-46-46,958,3,0.3445,0.1001,0.2444
diamond,Sona,3,46-46-48,107,2,0.2243,0.1001,0.1242
diamond,Sona,3,44-46-48,85,4,0.1059,0.1001,0.0058
diamond,Sona,3,14-46-46,56,5,0.0893,0.1001,-0.0108
diamond,Sona,3,4-46-46,123,1,0.0488,0.1001,-0.0513
diamond,Soraka,0,NONE,5240,1,0.1683,0.1683,0.0000
diamond,Soraka,1,67,106,3,0.2264,0.1683,0.0581
diamond,Soraka,1,46,62,2,0.1452,0.1683,-0.0232
diamond,Soraka,1,2,54,1,0.0926,0.1683,-0.0757
diamond,Syndra,0,NONE,2318,1,0.1156,0.1156,0.0000
diamond,Syndra,1,46,77,1,0.1429,0.1156,0.0272
diamond,Syndra,1,15,54,2,0.1296,0.1156,0.0140
diamond,Syndra,1,44,74,3,0.0676,0.1156,-0.0481
diamond,Syndra,2,44-46,62,1,0.0645,0.1156,-0.0511
diamond,Syndra,3,15-46-46,65,2,0.1539,0.1156,0.0382
diamond,Syndra,3,15-44-46,109,1,0.1284,0.1156,0.0128
diamond,Thresh,0,NONE,6832,1,0.1726,0.1726,0.0000
diamond,Thresh,1,4,130,3,0.1692,0.1726,-0.0033
diamond,Thresh,1,2,78,1,0.1539,0.1726,-0.0187
diamond,Thresh,1,17,136,2,0.1397,0.1726,-0.0329
diamond,TwistedFate,0,NONE,5213,1,0.1339,0.1339,0.0000
diamond,TwistedFate,1,37,113,1,0.1947,0.1339,0.0608
diamond,TwistedFate,1,67,157,3,0.1401,0.1339,0.0062
diamond,TwistedFate,1,14,81,2,0.0988,0.1339,-0.0351
diamond,TwistedFate,3,14-19-39,52,1,0.0962,0.1339,-0.0378
diamond,VelKoz,0,NONE,1744,1,0.1147,0.1147,0.0000
diamond,VelKoz,1,48,112,1,0.1607,0.1147,0.0460
diamond,VelKoz,1,39,153,2,0.1046,0.1147,-0.0101
diamond,VelKoz,1,3,60,3,0.0500,0.1147,-0.0647
diamond,VelKoz,2,37-39,91,5,0.1758,0.1147,0.0611
diamond,VelKoz,2,37-44,154,2,0.1169,0.1147,0.0022
diamond,VelKoz,2,33-37,80,3,0.0875,0.1147,-0.0272
diamond,VelKoz,2,33-69,51,4,0.0784,0.1147,-0.0363
diamond,VelKoz,2,44-69,71,1,0.0563,0.1147,-0.0583
diamond,VelKoz,3,33-37-44,98,1,0.2245,0.1147,0.1098
diamond,VelKoz,3,37-38-44,63,5,0.2222,0.1147,0.1075
diamond,VelKoz,3,37-39-69,66,3,0.1970,0.1147,0.0823
diamond,VelKoz,3,15-33-37,55,4,0.1636,0.1147,0.0490
diamond,VelKoz,3,14-37-69,64,2,0.1563,0.1147,0.0416
diamond,Vi,0,NONE,9879,1,0.1075,0.1075,0.0000
diamond,Vi,1,45,971,1,0.1123,0.1075,0.0048
diamond,Vi,1,17,51,2,0.0784,0.1075,-0.0291
diamond,Vi,1,77,136,3,0.0735,0.1075,-0.0340
diamond,Vi,2,36-47,82,3,0.1707,0.1075,0.0632
diamond,Vi,2,45-45,106,2,0.1415,0.1075,0.0340
diamond,Vi,2,36-45,200,1,0.1150,0.1075,0.0075
diamond,WuKong,0,NONE,8641,1,0.1043,0.1043,0.0000
diamond,WuKong,1,59,186,2,0.1828,0.1043,0.0785
diamond,WuKong,1,15,235,3,0.1660,0.1043,0.0617
diamond,WuKong,1,5,134,1,0.1269,0.1043,0.0226
diamond,WuKong,2,45-66,52,5,0.2308,0.1043,0.1265
diamond,WuKong,2,45-47,68,3,0.1765,0.1043,0.0722
diamond,WuKong,2,36-45,108,4,0.1667,0.1043,0.0624
diamond,WuKong,2,36-47,54,1,0.1296,0.1043,0.0254
diamond,WuKong,2,45-45,86,2,0.1279,0.1043,0.0236
diamond,Xayah,0,NONE,3728,1,0.1172,0.1172,0.0000
diamond,Xayah,1,17,77,3,0.2208,0.1172,0.1036
diamond,Xayah,1,24,60,2,0.1167,0.1172,-0.0006
diamond,Xayah,1,19,79,1,0.0633,0.1172,-0.0539
diamond,Xayah,2,11-29,120,2,0.0750,0.1172,-0.0422
diamond,Xayah,2,29-69,351,3,0.0712,0.1172,-0.0460
diamond,Xayah,2,12-29,72,4,0.0694,0.1172,-0.0478
diamond,Xayah,2,19-29,186,5,0.0591,0.1172,-0.0581
diamond,Xayah,2,19-69,71,1,0.0141,0.1172,-0.1031
diamond,Xayah,3,15-19-29,83,4,0.2410,0.1172,0.1237
diamond,Xayah,3,19-29-69,1571,2,0.1948,0.1172,0.0776
diamond,Xayah,3,12-29-69,723,1,0.1508,0.1172,0.0335
diamond,Xayah,3,11-19-69,55,3,0.0727,0.1172,-0.0445
diamond,Xayah,3,1-29-69,66,5,0.0152,0.1172,-0.1021
diamond,Xerath,0,NONE,970,1,0.2124,0.2124,0.0000
diamond,Xerath,1,23,69,1,0.2319,0.2124,0.0195
diamond,Xerath,1,69,63,2,0.1270,0.2124,-0.0854
diamond,Xerath,3,23-23-69,69,1,0.3188,0.2124,0.1065
diamond,XinZhao,0,NONE,3710,1,0.1049,0.1049,0.0000
diamond,XinZhao,1,67,92,1,0.2065,0.1049,0.1017
diamond,XinZhao,1,47,65,2,0.2000,0.1049,0.0952
diamond,XinZhao,1,77,59,3,0.0848,0.1049,-0.0201
diamond,XinZhao,2,55-66,66,1,0.1212,0.1049,0.0164
diamond,XinZhao,2,25-66,74,2,0.0270,0.1049,-0.0778
diamond,XinZhao,3,25-55-66,164,1,0.1890,0.1049,0.0842
diamond,Yasuo,0,NONE,3052,1,0.0921,0.0921,0.0000
diamond,Yasuo,1,15,66,2,0.0606,0.0921,-0.0315
diamond,Yasuo,1,19,70,1,0.0571,0.0921,-0.0349
diamond,Yasuo,1,14,70,3,0.0143,0.0921,-0.0778
diamond,Ziggs,0,NONE,1596,1,0.0890,0.0890,0.0000
diamond,Ziggs,1,44,135,1,0.0667,0.0890,-0.0223
diamond,Ziggs,1,34,61,2,0.0328,0.0890,-0.0562
diamond,Ziggs,2,44-44,234,4,0.0855,0.0890,-0.0035
diamond,Ziggs,2,34-44,73,1,0.0548,0.0890,-0.0342
diamond,Ziggs,2,33-44,127,3,0.0315,0.0890,-0.0575
diamond,Ziggs,2,4-44,57,2,0.0175,0.0890,-0.0714
diamond,Ziggs,3,33-44-44,477,5,0.2076,0.0890,0.1186
diamond,Ziggs,3,34-44-44,203,3,0.1921,0.0890,0.1032
diamond,Ziggs,3,39-44-44,193,4,0.1814,0.0890,0.0924
diamond,Ziggs,3,33-44-46,56,2,0.0714,0.0890,-0.0175
diamond,Ziggs,3,4-33-44,51,1,0.0196,0.0890,-0.0694
diamond,Zoe,0,NONE,5216,1,0.1313,0.1313,0.0000
diamond,Zoe,1,88,82,1,0.1951,0.1313,0.0638
diamond,Zoe,1,46,52,2,0.1539,0.1313,0.0225
diamond,Zoe,1,67,145,3,0.1517,0.1313,0.0204
grandmaster,Ahri,0,NONE,4062,1,0.1150,0.1150,0.0000
grandmaster,Ahri,1,67,60,1,0.1667,0.1150,0.0517
grandmaster,Ahri,1,1,70,2,0.0714,0.1150,-0.0435
grandmaster,Ahri,1,2,54,3,0.0556,0.1150,-0.0594
grandmaster,Annie,0,NONE,7376,1,0.1340,0.1340,0.0000
grandmaster,Annie,1,55,52,1,0.1154,0.1340,-0.0186
grandmaster,Annie,1,69,70,2,0.1143,0.1340,-0.0197
grandmaster,Annie,1,27,127,3,0.0945,0.1340,-0.0395
grandmaster,Ashe,0,NONE,9750,1,0.1242,0.1242,0.0000
grandmaster,Ashe,1,4,159,2,0.1069,0.1242,-0.0173
grandmaster,Ashe,1,14,357,1,0.0700,0.1242,-0.0542
grandmaster,Ashe,1,44,115,3,0.0174,0.1242,-0.1068
grandmaster,Ashe,2,14-23,52,1,0.0769,0.1242,-0.0473
grandmaster,AurelionSol,0,NONE,2688,1,0.2277,0.2277,0.0000
grandmaster,AurelionSol,1,17,51,3,0.2941,0.2277,0.0664
grandmaster,AurelionSol,1,37,95,1,0.2211,0.2277,-0.0066
grandmaster,AurelionSol,1,44,51,2,0.1765,0.2277,-0.0512
grandmaster,Blitzcrank,0,NONE,19762,1,0.1041,0.1041,0.0000
grandmaster,Blitzcrank,1,47,143,3,0.1818,0.1041,0.0777
grandmaster,Blitzcrank,1,6,51,1,0.0980,0.1041,-0.0061
grandmaster,Blitzcrank,1,68,59,2,0.0678,0.1041,-0.0363
grandmaster,Blitzcrank,2,58-67,94,1,0.1915,0.1041,0.0874
grandmaster,Blitzcrank,2,46-67,72,2,0.1528,0.1041,0.0487
grandmaster,Caitlyn,0,NONE,2097,1,0.1159,0.1159,0.0000
grandmaster,Caitlyn,1,67,112,3,0.1964,0.1159,0.0806
grandmaster,Caitlyn,1,69,68,2,0.1618,0.1159,0.0459
grandmaster,Caitlyn,1,17,52,1,0.1154,0.1159,-0.0005
grandmaster,ChoGath,0,NONE,6842,1,0.0956,0.0956,0.0000
grandmaster,ChoGath,1,14,53,1,0.1698,0.0956,0.0742
grandmaster,ChoGath,1,35,240,3,0.1292,0.0956,0.0336
grandmaster,ChoGath,1,77,200,2,0.1000,0.0956,0.0044
